"Search", https://www.blueletterbible.org/search.cfm
"Study", https://www.blueletterbible.org/study.cfm
"Devotionals", https://www.blueletterbible.org/devotionals/
"Help", https://www.blueletterbible.org/help.cfm
"Apps & Tools", https://www.blueletterbible.org/apps-tools.cfm
"Ministries", https://www.blueletterbible.org/ministries.cfm
"About", https://www.blueletterbible.org/about/
"Donate", https://www.blueletterbible.org/donate/
"a", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=a
"b", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=b
"c", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=c
"d", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=d
"e", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=e
"f", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=f
"g", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=g
"h", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=h
"i", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=i
"j", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=j
"k", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=k
"l", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=l
"m", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=m
"n", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=n
"o", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=o
"p", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=p
"q", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=q
"r", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=r
"s", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=s
"t", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=t
"u", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=u
"v", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=v
"w", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=w
"x", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=x
"y", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=y
"z", https://www.blueletterbible.org/search/dictionary/viewentries.cfm?letter=z
"Are you searching for God? (click to read)", https://www.blueletterbible.org/faq/knowgod.cfm
"Text Commentaries", https://www.blueletterbible.org/commentaries/
"Audio & Video Commentaries", https://www.blueletterbible.org/audio_video/
"Harmony of the Gospels", https://www.blueletterbible.org/study/harmony/index.cfm
"Encyclopedias / Dictionaries", https://www.blueletterbible.org/search/Dictionary/viewEntries.cfm
"Bible Study Notes", https://www.blueletterbible.org/resources/study-notes.cfm
"Prefaces", https://www.blueletterbible.org/resources/prefaces.cfm
"Introductions to the Bible", https://www.blueletterbible.org/resources/intros.cfm
"Charts and Outlines", https://www.blueletterbible.org/resources/charts.cfm
"Timelines", https://www.blueletterbible.org/resources/timelines.cfm
"Maps / Images", https://www.blueletterbible.org/images/
"Biblical Language Resources", https://www.blueletterbible.org/resources/biblical-languages.cfm
"Inline Interlinear", https://www.blueletterbible.org/tools/interlinear/tr/jhn/1/1-51/
"Language Tools", https://www.blueletterbible.org/resources/tools/index.cfm
"Lexical Resources", https://www.blueletterbible.org/resources/lexical/index.cfm
"Grammars", https://www.blueletterbible.org/resources/grammars.cfm
"Concordances", https://www.blueletterbible.org/resources/concordances/index.cfm
"Morphology", https://www.blueletterbible.org/resources/morphology/index.cfm
"BLB Institute (Free)", https://study.bible/
"Spanish (Español) Resources", https://www.blueletterbible.org/spanish
"Articles / Books", https://www.blueletterbible.org/resources/articles.cfm
"Women's Resources", https://www.blueletterbible.org/wm/
"Don Stewart FAQs", https://www.blueletterbible.org/faq/don_stewart/
"BLB Theological FAQs", https://www.blueletterbible.org/faq/
"Missions Resources", https://www.blueletterbible.org/resources/missions.cfm
"Cult Resources", https://www.blueletterbible.org/resources/cults.cfm
"Creeds, Catechisms, and Confessions", https://www.blueletterbible.org/study/ccc/index.cfm
"Hitchcock's Topical Analysis", https://www.blueletterbible.org/study/hta/
"Thompson's Chain Reference", https://www.blueletterbible.org/study/thompson/specread.cfm
"The Names of God", https://www.blueletterbible.org/study/misc/name_god.cfm
"Our God Is… We Are…", https://www.blueletterbible.org/study/misc/ogiwa.cfm
"Put Off… Put On…", https://www.blueletterbible.org/study/misc/putoffon.cfm
"Media", https://www.blueletterbible.org/resources/media.cfm
"Music", https://www.blueletterbible.org/resources/music.cfm
"Livestreams", https://www.blueletterbible.org/resources/livestreams/
"BLBi Logo", https://study.bible/courseList
"Day by Day by Grace", https://www.blueletterbible.org/devotionals/dbdbg/
"Today's Reading", https://www.blueletterbible.org/devotionals/dbdbg/view.cfm
"Scripture Index", https://www.blueletterbible.org/devotionals/dbdbg/scriptureIndex.cfm
"Date Index", https://www.blueletterbible.org/devotionals/dbdbg/dateIndex.cfm
"Morning and Evening", https://www.blueletterbible.org/devotionals/me/
"This Morning's Reading", https://www.blueletterbible.org/devotionals/me/view.cfm?Time=am
"This Evening's Reading", https://www.blueletterbible.org/devotionals/me/view.cfm?Time=pm
"BLB Daily Promises", https://www.blueletterbible.org/devotionals/promises/
"Faith's Checkbook", https://www.blueletterbible.org/devotionals/faiths-checkbook/
"Bible Reading", https://www.blueletterbible.org/dailyreading/
"Daily Bible Reading Program", https://www.blueletterbible.org/dailyreading/
"Quickstart Guide", https://www.blueletterbible.org/help/videoHelps.cfm#section1
"Essentials - The Bible", https://www.blueletterbible.org/help/videoHelps.cfm#section2
"Essentials - Word Searching", https://www.blueletterbible.org/help/videoHelps.cfm#section3
"Customization", https://www.blueletterbible.org/help/videoHelps.cfm#section4
"Advanced BLB", https://www.blueletterbible.org/help/videoHelps.cfm#section5
"How to get started", https://www.blueletterbible.org/help/index.cfm#getStarted
"How to use the Bible Tools", https://www.blueletterbible.org/help/index.cfm#bibleTools
"How to use the Search Tools", https://www.blueletterbible.org/help/index.cfm#searchTools
"Miscellaneous", https://www.blueletterbible.org/help/index.cfm#miscellaneous
"Apple iOS App Support", https://www.blueletterbible.org/contact/contact_iapp.cfm
"Android App Support", https://www.blueletterbible.org/contact/contact_android.cfm
"BLB Institute Support", https://study.bible/help
"Donor Support", https://www.blueletterbible.org/contact/contact_donor.cfm
"Website Questions", https://www.blueletterbible.org/contact/contact_pc.cfm
"General Questions", https://www.blueletterbible.org/contact/contact_gen.cfm
"Theological Questions", https://www.blueletterbible.org/contact/contact_theo.cfm
"Visit Apple iOS App Store", https://www.blueletterbible.org/tools/redirect.cfm?Site=https%3A%2F%2Fitunes%2Eapple%2Ecom%2Fus%2Fapp%2Fblue%2Dletter%2Dbible%2Fid365547505%3Fmt%3D8
"Visit Google Play Store", https://www.blueletterbible.org/tools/redirect.cfm?Site=https%3A%2F%2Fplay%2Egoogle%2Ecom%2Fstore%2Fapps%2Fdetails%3Fid%3Dorg%2Eblueletterbible%2Eblb
"ScriptureMark Logo", https://www.blueletterbible.org/smark/
"Visit", https://www.blueletterbible.org/smark/
"Apple iOS", https://www.blueletterbible.org/tools/redirect.cfm?Site=https%3A%2F%2Fitunes%2Eapple%2Ecom%2Fus%2Fapp%2Fblue%2Dletter%2Dbible%2Fid365547505%3Fmt%3D8
"Google Android", https://www.blueletterbible.org/tools/redirect.cfm?Site=https%3A%2F%2Fplay%2Egoogle%2Ecom%2Fstore%2Fapps%2Fdetails%3Fid%3Dorg%2Eblueletterbible%2Eblb
"ScriptureMark", https://www.blueletterbible.org/smark/
"Sharable Social Images", https://www.blueletterbible.org/products/blbSocial.cfm
"BLB ScriptTagger", https://www.blueletterbible.org/webtools/BLB_ScriptTagger.cfm
"BLB Web Search Tool", https://www.blueletterbible.org/webtools/BLB_websearch.cfm
"BLB Blog", https://blogs.blueletterbible.org/blb/
"BLB CD", https://www.blueletterbible.org/cd/info.cfm
"Digital Books", https://www.blueletterbible.org/products/digital.cfm
"Digital Videos", https://www.blueletterbible.org/products/videodownloads.cfm
"Visit the BLB Institute", https://study.bible/
"Visit the BLB Blog", https://blogs.blueletterbible.org/
"Sowing Circle", http://sowingcircle.org
"Outside Ministry Links", https://www.blueletterbible.org/ministry/links.cfm
"About BLB", https://www.blueletterbible.org/about/about.cfm
"Statement of Faith", https://www.blueletterbible.org/about/faith.cfm
"History of BLB", https://www.blueletterbible.org/about/history.cfm
"Ministry FAQs", https://www.blueletterbible.org/about/faqs.cfm
"LiveMap", https://www.blueletterbible.org/livemap/
"Newsletter", https://www.blueletterbible.org/newsletter/
"Advertise with Us", https://www.blueletterbible.org/about/partnership.cfm
"Permissions", https://www.blueletterbible.org/about/permissions.cfm
"Share Your BLB Story", https://www.blueletterbible.org/about/yourstory.cfm
"Contact", https://www.blueletterbible.org/contact/
"How to Know God? (click to read)", https://www.blueletterbible.org/faq/knowgod.cfm
"Credit Card", https://www.blueletterbible.org/donate
"PayPal", https://www.blueletterbible.org/donate
"Venmo", https://www.blueletterbible.org/donate
"Mail-In", https://www.blueletterbible.org/donate/mail.cfm
"All Gift Options", https://www.blueletterbible.org/donate/contribute.cfm
"Donor Portal Login", https://account.raisedonors.com/blueletterbible/login
"Our Funding Model", https://www.blueletterbible.org/donorinfo/
"Support & FAQs", https://www.blueletterbible.org/contact/contact_donor.cfm
"RaiseDonors Information", https://www.blueletterbible.org/RaiseDonors/index.cfm
"Your User Settings", https://www.blueletterbible.org/userPrefs/userPrefs.cfm
"Blue Letter Bible", https://www.blueletterbible.org/
"Preferences", https://www.blueletterbible.org/userPrefs/userPrefs.cfm
"Facebook", https://www.facebook.com/blueletterbible
"X", https://x.com/blueletterbible
"Instagram", https://www.instagram.com/blueletterbible/
"YouTube", https://www.youtube.com/channel/UCGF1fDwSyXL0VqtiEzLeB5g
"John 3:16", https://www.blueletterbible.org/jhn/3/16/s_1000016
"Jesus faith love", https://www.blueletterbible.org/search/search.cfm?Criteria=Jesus+faith+love
""God of my salvation"", https://www.blueletterbible.org/search/preSearch.cfm?Criteria=%22God+of+my+salvation%22
"BLB Icon", https://www.blueletterbible.org/donate/index.cfm?cid=homebanner-a2
"Image 1: Kress' New "Road Maps for the Gospel of John"", https://www.blueletterbible.org/commentaries/kress/
"Kress Biblical Resources", https://www.kressbiblical.com/
"author page", https://www.blueletterbible.org/commentaries/kress/
"their online store", https://www.kressbiblical.com/bookshop/
"our website", https://www.blueletterbible.org/
"Image 3: Gospel of John Teaching Series from Pastor Tony Clark", https://www.blueletterbible.org/audio_video/clark_tony/john/john.cfm
"this series on BLB", https://www.blueletterbible.org/audio_video/clark_tony/john/john.cfm
"Image 4: New Resources from John Bunyan", https://www.blueletterbible.org/commentaries/bunyan_john/
"Table of Contents", https://www.blueletterbible.org/comm/bunyan_john/come-and-welcome-to-jesus-christ/toc.cfm
"introduction", https://www.blueletterbible.org/comm/bunyan_john/come-and-welcome-to-jesus-christ/01.cfm
"Visit the Archives", https://www.blueletterbible.org/newItemsArchive.cfm#startHere
"BLB Mobile Apps", https://www.blueletterbible.org/apps-tools.cfm
"BLB Website", https://www.blueletterbible.org
"BLB Classic Website", https://www.blbclassic.org
"BLB Institute", https://study.bible/
"Blogs", https://blogs.blueletterbible.org
"Help Spread the Word!", https://www.blueletterbible.org/donate/index.cfm?cid=donate-userswidget
"Partner with the BLB", https://www.blueletterbible.org/about/partnership.cfm
"(Disclaimer)", https://www.blueletterbible.org/about/partnership.cfm#disclaimer
"today's reflection", https://www.blueletterbible.org/devotionals/promises/
"Connect on Facebook", https://www.facebook.com/blueletterbible
"Connect on X", https://x.com/blueletterbible/
"Connect on Instagram", https://www.instagram.com/blueletterbible/
"Connect on YouTube", https://www.youtube.com/channel/UCGF1fDwSyXL0VqtiEzLeB5g
"Subscribe to our Newsletter", https://blueletterbible.us5.list-manage.com/subscribe?u=a5701bfb08b97f65b3aff1e37&id=770af9addf
"1. Quickstart Guide", https://www.blueletterbible.org/help/videoHelps.cfm#section1
"2. Essentials - The Bible", https://www.blueletterbible.org/help/videoHelps.cfm#section2
"3. Essentials - Word Searching", https://www.blueletterbible.org/help/videoHelps.cfm#section3
"4. Customization", https://www.blueletterbible.org/help/videoHelps.cfm#section4
"5. Advanced BLB", https://www.blueletterbible.org/help/videoHelps.cfm#section5
"King James Version", https://www.blueletterbible.org/kjv/genesis/1/
"New King James Version", https://www.blueletterbible.org/nkjv/genesis/1/
"New Living Translation", https://www.blueletterbible.org/nlt/genesis/1/
"New International Version", https://www.blueletterbible.org/niv/genesis/1/
"English Standard Version", https://www.blueletterbible.org/esv/genesis/1/
"Christian Standard Bible", https://www.blueletterbible.org/csb/genesis/1/
"New American Standard Bible 2020", https://www.blueletterbible.org/nasb20/genesis/1/
"New American Standard Bible 1995", https://www.blueletterbible.org/nasb95/genesis/1/
"Legacy Standard Bible 2021", https://www.blueletterbible.org/lsb/genesis/1/
"New English Translation", https://www.blueletterbible.org/net/genesis/1/
"Revised Standard Version", https://www.blueletterbible.org/rsv/genesis/1/
"American Standard Version", https://www.blueletterbible.org/asv/genesis/1/
"Young's Literal Translation", https://www.blueletterbible.org/ylt/genesis/1/
"Darby Translation", https://www.blueletterbible.org/dby/genesis/1/
"Webster's Bible", https://www.blueletterbible.org/web/genesis/1/
"Hebrew Names Version", https://www.blueletterbible.org/hnv/genesis/1/
"Reina-Valera 1960", https://www.blueletterbible.org/rvr60/genesis/1/
"Latin Vulgate", https://www.blueletterbible.org/vul/genesis/1/
"Westminster Leningrad Codex", https://www.blueletterbible.org/wlc/genesis/1/
"Septuagint", https://www.blueletterbible.org/lxx/genesis/1/
"Morphological Greek New Testament", https://www.blueletterbible.org/mgnt/matthew/1/
"Textus Receptus", https://www.blueletterbible.org/tr/matthew/1/
"Bible Search", https://www.blueletterbible.org/search.cfm#srchBible
"Multiverse Retrieval", https://www.blueletterbible.org/search.cfm#srchMulti
"LexiConc Search", https://www.blueletterbible.org/search.cfm#srchLexi
"Theological FAQ Search", https://www.blueletterbible.org/search.cfm#srchFAQ
"Browse Dictionary Topics", https://www.blueletterbible.org/search/Dictionary/viewEntries.cfm
"Topical Indexes", https://www.blueletterbible.org/resources/indexes.cfm
"Our God Isï¿½We Areï¿½", https://www.blueletterbible.org/study/misc/ogiwa.cfm
"Put Offï¿½Put Onï¿½", https://www.blueletterbible.org/study/misc/putoffon.cfm
"Video Tutorials", https://www.blueletterbible.org/help/videoHelps.cfm
"Help Tutorials", https://www.blueletterbible.org/help/
"Apple iOS App", https://www.blueletterbible.org/tools/redirect.cfm?Site=https%3A%2F%2Fitunes%2Eapple%2Ecom%2Fus%2Fapp%2Fblue%2Dletter%2Dbible%2Fid365547505%3Fmt%3D8
"Android App", https://www.blueletterbible.org/tools/redirect.cfm?Site=https%3A%2F%2Fplay%2Egoogle%2Ecom%2Fstore%2Fapps%2Fdetails%3Fid%3Dorg%2Eblueletterbible%2Eblb
"Email Devotional Sign-Up", https://www.blueletterbible.org/devotionals/
"Daily Bible Reading Plan", https://www.blueletterbible.org/dailyreading/
"Co-Laboring Ministries", https://www.blueletterbible.org/ministry/links.cfm
"ECFA Accredited Logo", https://www.ecfa.org/
"Candid Platinum Seal", https://www.guidestar.org/profile/47-2951572
"Newsletters", https://www.blueletterbible.org/newsletter/
"facebook", http://www.facebook.com/blueletterbible/
"instagram", https://www.instagram.com/blueletterbible/
"youtube", https://www.youtube.com/channel/UCGF1fDwSyXL0VqtiEzLeB5g
"Privacy Policy", https://www.blueletterbible.org/policies/privacy.cfm
